t	prev_V=accomplish
t	prev_V=accomplished
t	prev_V=accomplishes
t	prev_V=accomplishing
a	prev_V=enhance
a	prev_V=enhanced
a	prev_V=enhances
a	prev_V=enhancing
a	prev_V=facilitate
a	prev_V=facilitated
a	prev_V=facilitates
a	prev_V=facilitating
a	prev_V=improve
a	prev_V=improved
a	prev_V=improves
a	prev_V=improving
a	prev_V=optimize
a	prev_V=optimized
a	prev_V=optimizes
a	prev_V=optimizing
b	prev_V=designed_for
b	prev_V=employed_for
b	prev_V=needed_by
b	prev_V=required_for
b	prev_V=used_by
b	prev_V=utilized_by
c	prev_V=assembled_of
c	prev_V=composed_of
c	prev_V=comprise
c	prev_V=comprised
c	prev_V=comprised_of
c	prev_V=comprises
c	prev_V=comprising
c	prev_V=consisted_of
c	prev_V=consisting_of
c	prev_V=consist_of
c	prev_V=consists_of
c	prev_V=contain
c	prev_V=contained
c	prev_V=containing
c	prev_V=contains
c	prev_V=employ
c	prev_V=employed
c	prev_V=employing
c	prev_V=employs
c	prev_V=encompass
c	prev_V=encompassed
c	prev_V=encompasses
c	prev_V=encompassing
c	prev_V=include
c	prev_V=included
c	prev_V=includes
c	prev_V=including
c	prev_V=incorporate
c	prev_V=incorporated
c	prev_V=incorporates
c	prev_V=incorporating
c	prev_V=use
c	prev_V=uses
c	prev_V=using
c	prev_V=utilize
c	prev_V=utilized
c	prev_V=utilizes
c	prev_V=utilizing
n	prev_V=called
n	prev_V=described_as
n	prev_V=entitled
n	prev_V=known_as
n	prev_V=known_in
n	prev_V=referred_as
n	prev_V=referred_to_as
n	prev_V=refer_to_as
n	prev_V=relates_to
n	prev_V=relate_to
n	prev_V=relating_to
o	prev_V=caused_by
o	prev_V=dealing_with
o	prev_V=deals_with
o	prev_V=dealt_with
o	prev_V=deal_with
o	prev_V=eliminate
o	prev_V=eliminated
o	prev_V=eliminates
o	prev_V=eliminating
o	prev_V=reduce
o	prev_V=reduced
o	prev_V=reduces
o	prev_V=reducing
o	prev_V=resulting_from
p	prev_V=accomplished_by
p	prev_V=achieved_by
p	prev_V=employed_as
p	prev_V=provided_by
p	prev_V=realized_by
p	prev_V=realized_with
r	prev_V=assembled_into
r	prev_V=assemble_into
r	prev_V=implement
r	prev_V=implemented
r	prev_V=implementing
r	prev_V=implements
r	prev_V=provide
r	prev_V=provided
r	prev_V=provides
r	prev_V=providing
r	prev_V=realize
r	prev_V=realized
r	prev_V=realizes
r	prev_V=realizing
t	prev_V=assisting_in
t	prev_V=employed_in
t	prev_V=encountered_in
t	prev_V=encounter_in
t	prev_V=encounters_in
t	prev_V=perform
t	prev_V=performed
t	prev_V=performing
t	prev_V=performs
t	prev_V=used_for
t	prev_V=utilized_for
