t	prev_V=accomplish
t	prev_V=accomplished
t	prev_V=accomplishes
t	prev_V=accomplishing
t	prev_V=facilitate
t	prev_V=facilitated
t	prev_V=facilitates
t	prev_V=facilitating
a	prev_V=improve
a	prev_V=improves
a	prev_V=improving
a	prev_V=optimize
a	prev_V=optimized
a	prev_V=optimizes
a	prev_V=optimizing
c	prev_V=assembled_of
c	prev_V=composed_of
c	prev_V=comprise
c	prev_V=comprised
c	prev_V=comprised_of
c	prev_V=comprises
c	prev_V=comprising
c	prev_V=consisted_of
c	prev_V=consisting_of
c	prev_V=consist_of
c	prev_V=consists_of
c	prev_V=contain
c	prev_V=contained
c	prev_V=containing
c	prev_V=contains
c	prev_V=employ
c	prev_V=employed
c	prev_V=employing
c	prev_V=employs
c	prev_V=encompass
c	prev_V=encompassed
c	prev_V=encompasses
c	prev_V=encompassing
c	prev_V=incorporate
c	prev_V=incorporated
c	prev_V=incorporates
c	prev_V=incorporating
c	prev_V=use
c	prev_V=uses
c	prev_V=using
c	prev_V=utilize
c	prev_V=utilized
c	prev_V=utilizes
c	prev_V=utilizing
a	prev_V=increase
a	prev_V=increasing
a	prev_V=increased
a	prev_V=increases
a	prev_V=decrease
a	prev_V=decreasing
a	prev_V=decreased
a	prev_V=decreases
t	prev_V=assisting_in
t	prev_V=encountered_in
t	prev_V=encounter_in
t	prev_V=encounters_in
